author,idn,place,recipient,title,year,location,point,lat,lon
"Heilbut, Iwan",996261451,"New York, NY","Hiltbrunner, Hermann",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996262792,"New York, NY","Hirsch, Karl Jakob",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996395148,"New York, NY","Hoffmeister, Heinz",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996400605,"New York, NY","Daniels, Eleanor",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996401903,"New York, NY","Hulse, Wilfred C.",Korrespondenz,1942-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99641777X,"New York, NY","Shuster, George N.",Korrespondenz,1942-1955,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996428313,"New York, NY","Michael, Friedrich",Korrespondenz,1947-1947,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",996506225,"New York, NY","Irving, L. P.",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997081260,"New York, NY","Meckauer, Walter",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997081457,"New York, NY","Mehring, Walter",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997091169,"New York, NY","Mell, Max",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997091711,"New York, NY","Mendel, Rosa",Korrespondenz,1941-1941,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997096071,"New York, NY","Hurwitz, Henry",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997098864,"New York, NY","Milch, Werner",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997226390,"New York, NY","Namuth, Hans",Korrespondenz,1971-1971,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997232900,"New York, NY","Pierson, ...",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997234970,"New York, NY","Gutheil, Lilly",Korrespondenz,1941-1941,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997235853,"New York, NY","Gutheil, Lilly",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997266740,"New York, NY","Schuchard, Gottlieb C. L.",Korrespondenz,1949-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99771154X,"New York, NY","Nick, Dagmar",Korrespondenz,1948-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997720670,"New York, NY","Auburtin, A.",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997721200,"New York, NY","Nossack, Hans Erich",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997721839,"New York, NY","Gramm, Hanns",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997737603,"New York, NY","Omansen, Willibald",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997738804,"New York, NY","Pabst, Curt",Korrespondenz,1948-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997957522,"New York, NY","Pauker, Edmond",Korrespondenz,1942-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997959584,"New York, NY","Paulsen, Anna",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997960779,"New York, NY","Peine, Eva",Korrespondenz,1947-1947,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997967242,"New York, NY","Perleberg, Gilbert",Korrespondenz,1948-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997968540,"New York, NY","Picard, Jacob",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997968966,"New York, NY","Pinthus, Kurt",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",1000374319,"New York, NY","Pitt, Louis W.",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997988959,"New York, NY","Pollak, Anneliese",Korrespondenz,1971-1972,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",997993022,"New York, NY","Preminger, Otto",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998002720,"New York, NY","Pschigode, Karl",Korrespondenz,1948-1952,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99810583X,"New York, NY","Commins, Saxe",Korrespondenz,1942-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998107646,"New York, NY","Rasche, Friedrich",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998107867,"New York, NY","Rasche, Friedrich",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998108618,"New York, NY","Rebo, Fred",Korrespondenz,1950-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998320978,"New York, NY","Regler, Gustav",Korrespondenz,1948-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998322997,"New York, NY","Reich, Hanns Leo",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998325767,"New York, NY","Reisiger, Hans",Korrespondenz,1947-1954,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998327158,"New York, NY","Reyman, Randolph A.",Korrespondenz,1940-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998329770,"New York, NY","Riedel, Otto",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998368989,"New York, NY","Rothenberg, Friedrich",Korrespondenz,1946-1946,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998369403,"New York, NY","Rothgiesser, Fritz",Korrespondenz,1945-1945,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998370614,"New York, NY","Raddatz, Fritz J.",Korrespondenz,1948-1969,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998384917,"New York, NY","Rypins, Senta Jonas",Korrespondenz,1941-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99838884X,"New York, NY","Sahl, Hans",Korrespondenz,1948-1971,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998389307,"New York, NY","Salm, Louise",Korrespondenz,1945-1945,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998393142,"New York, NY",,Korrespondenz,1943-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998394157,"New York, NY","Schaeffer, Albrecht",Korrespondenz,1945-1945,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",998394408,"New York, NY","Schaffner, Emil A.",Korrespondenz,1948-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99839484X,"New York, NY","Schaumann, Ruth",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Wedekind, Kadidja",999675184,"New York, NY","Heilbut, Iwan",Korrespondenz,1942-1946,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Wells, Henry Willis",999935550,"New York, NY","Heilbut, Iwan",Korrespondenz,1959-1959,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Wiener, Alfred",999961594,"New York, NY","Heilbut, Iwan",Korrespondenz,1944-1963,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Wolf, Eleanor B.",1000070824,"New York, NY","Heilbut, Iwan",Korrespondenz,1965-1968,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Wolff, Frank A.",1000072045,"New York, NY","Heilbut, Iwan",Korrespondenz,1946-1946,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Zoff, Otto",1000104575,"New York, NY","Heilbut, Iwan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Zweig, Stefan",1000119408,"New York, NY","Heilbut, Iwan",Korrespondenz,1940-1941,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
Verschiedene,100029756X,"New York, NY","Heilbut, Iwan",Korrespondenz,,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",992988381,"New York, NY","Heilbut, Iwan",Korrespondenz,1947-1947,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99298890X,"New York, NY","Adams, ...",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",992989078,"New York, NY","Adler, Hermann",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993383939,"New York, NY","Koppell, Henry G.",Korrespondenz,1941-1941,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993384269,"New York, NY","Altmann, Manfred",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993384595,"New York, NY","Robbins, Jeannette",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993511694,"New York, NY","Andres, Stefan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993511821,"New York, NY","Arlt, Gustave O.",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993511902,"New York, NY","Asch, Sholem",Korrespondenz,1947-1947,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99352396X,"New York, NY","Georg, Manfred",Korrespondenz,1941-1972,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993525423,"New York, NY","Aust, Hertha",Korrespondenz,1945-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993601138,"New York, NY","Bab, Julius",Korrespondenz,1941-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993601596,"New York, NY","Bach, Rudolf",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993602517,"New York, NY","Barfoed, E. W.",Korrespondenz,1945-1945,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993602665,"New York, NY","Bassermann, Albert",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993602878,"New York, NY","Batzdorf, ...",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993602975,"New York, NY","Bauer, Ernest",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",99360305X,"New York, NY","Bauer, Franz",Korrespondenz,1948-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993603270,"New York, NY","Münster, Clemens",Korrespondenz,1949-1971,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993603475,"New York, NY","Beauclair, Gotthard de",Korrespondenz,1948-1953,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Heilbut, Iwan",993625665,"New York, NY","Beck, Anna",Korrespondenz,1948-1951,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Knopf, Alfred A.",993007120,"New York, NY","Heilbut, Iwan",Korrespondenz,1943-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Koppell, Gabrielle K.",993010652,"New York, NY","Heilbut, Iwan",Korrespondenz,1941-1941,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"La Farge, John",993011446,"New York, NY","Heilbut, Iwan",Korrespondenz,1950-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Kleeman, Rita Halle",993011896,"New York, NY","Heilbut, Iwan",Korrespondenz,1942-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Zühlsdorff, Volkmar von",993012221,"New York, NY","Heilbut, Iwan",Korrespondenz,1940-1940,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Robbins, Jeannette",993012531,"New York, NY","Heilbut, Iwan",Korrespondenz,1944-1946,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Jewell, R. L.",993497039,"New York, NY","Heilbut, Iwan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Georg, Manfred",993502571,"New York, NY","Heilbut, Iwan",Korrespondenz,1941-1972,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Connelly, Edith",993505430,"New York, NY","Heilbut, Iwan",Korrespondenz,1944-1945,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Braun, ...",1000373584,"New York, NY","Heilbut, Iwan",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Beer-Hofmann, Nae͏̈mah",993611338,"New York, NY","Heilbut, Iwan",Korrespondenz,1946-1956,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Jung, Richard",993756506,"New York, NY","Heilbut, Iwan",Korrespondenz,1950-1950,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Perera, Carolyn",997966386,"New York, NY","Heilbut, Iwan",Korrespondenz,1962-1964,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Perl, Walter H.",997966742,"New York, NY","Heilbut, Iwan",Korrespondenz,1942-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Picard, Jacob",997968060,"New York, NY","Heilbut, Iwan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Tabouis, Geneviève R.",997992875,"New York, NY","Heilbut, Iwan",Korrespondenz,1944-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Commins, Saxe",998105627,"New York, NY","Heilbut, Iwan",Korrespondenz,1942-1944,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Raphael, Elvire",998107255,"New York, NY","Heilbut, Iwan",Korrespondenz,1942-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Mirkine-Guetzévitch, Boris",998326569,"New York, NY","Heilbut, Iwan",Korrespondenz,1943-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Reyman, Randolph A.",998326933,"New York, NY","Heilbut, Iwan",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Paine, Janet M.",998356514,"New York, NY","Heilbut, Iwan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Rypins, Senta Jonas",998379190,"New York, NY","Heilbut, Iwan",Korrespondenz,1941-1943,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Sahl, Hans",998388270,"New York, NY","Heilbut, Iwan",Korrespondenz,1948-1971,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Scharnberg, Rita",998394688,"New York, NY","Heilbut, Iwan",Korrespondenz,1946-1946,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Scherzer, Eva",998395951,"New York, NY","Heilbut, Iwan",Korrespondenz,1941-1942,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Scott, Tom",1000892018,"New York, NY","Heilbut, Iwan",Korrespondenz,1960-1960,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
